Senior Citizen,Partner,Dependents,Tenure Months,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV
No,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,42.39221626666858,0,6011
No,Yes,Yes,6,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,19.438364128701778,0,2651
No,Yes,Yes,23,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.0,21.10213259365034,0,2170
No,No,No,72,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.9,87.31666507603231,0,5234
No,Yes,No,7,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.3,18.844097219023258,0,2547
No,Yes,Yes,9,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,30.11395025565394,0,2757
No,No,No,12,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,32.51999384993792,0,4041
No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,4.404543109109048,0,2742
Yes,Yes,Yes,48,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),29.9,37.265936188428164,0,2617
No,No,No,20,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,40.51296088907845,0,2317
No,No,No,10,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.3,13.6088206689632,0,4190
No,Yes,Yes,20,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,96.8,42.73991109022105,0,3222
No,Yes,No,20,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,20.43281674170255,0,4147
No,Yes,Yes,19,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,18.560711193270585,0,4464
No,Yes,No,22,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.6,46.696359601150924,0,2429
No,No,No,35,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.05,53.253168919792934,0,3999
No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.15,6.719374970932936,0,4131
No,No,No,39,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.15,52.25753534180501,0,3271
Yes,Yes,No,54,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.1,73.73669371486628,0,4118
No,No,No,56,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.35,76.12128480260958,0,5680
No,No,Yes,18,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.65,27.33495930123182,0,4403
No,Yes,Yes,16,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.95,35.60828555266316,0,3855
No,No,No,68,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),54.45,60.621365870458575,0,6309
Yes,Yes,No,53,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,35.71554283501792,0,5295
No,Yes,Yes,72,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.7,76.77173959211814,0,6375
No,No,No,9,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,26.919323914244206,0,5212
No,No,No,30,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,39.20140303611594,0,4864
No,No,No,18,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,35.2,24.643457549621562,0,5381
Yes,Yes,Yes,55,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,76.25,64.45579880817552,0,4319
Yes,No,No,33,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.9,29.11700534052223,0,5756
No,Yes,No,44,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,48.892228421294114,0,3222
No,Yes,Yes,30,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.3,43.85772451917678,0,4631
No,Yes,No,71,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.9,38.64194612076364,0,4030
No,Yes,No,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.35,8.680437776978762,0,3514
Yes,Yes,No,23,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,46.7423790579812,0,5883
No,No,Yes,22,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),49.45,32.11541685857433,0,5941
No,No,Yes,49,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.45,30.35292407660257,0,4170
No,Yes,Yes,42,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.15,62.25271078435059,0,5697
No,Yes,Yes,7,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,12.006248373242993,0,3973
No,Yes,Yes,67,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.25,81.78630692236935,0,5588
No,No,No,15,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,95.7,38.093306498648815,0,4999
No,Yes,No,67,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,79.80100249996863,0,4001
No,Yes,Yes,53,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,69.7,61.070451119997465,0,4590
No,Yes,Yes,21,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,18.710959355415213,0,3243
No,Yes,Yes,40,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.35,53.35916041318491,0,5807
No,Yes,Yes,22,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.75,21.26852134023426,0,2258
No,No,No,39,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.6,38.658763560155414,0,4436
No,Yes,No,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,6.469157595854347,0,5761
No,Yes,Yes,57,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,35.66580995855835,0,4235
No,Yes,Yes,8,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,21.79678875430966,0,4854
No,Yes,Yes,7,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,12.278029157808675,0,4484
No,No,No,49,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,56.55970296951709,0,6138
No,No,No,65,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,89.85,76.45031065993126,0,6421
No,No,No,55,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),45.05,49.62459067841265,0,4055
No,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85,79.14417224281267,0,6452
No,No,No,35,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,96.75,58.338666422879434,0,5154
No,No,No,17,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.65,40.89131937220906,0,2754
No,Yes,No,72,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.15,88.77612291601835,0,4498
No,Yes,Yes,28,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85,48.17468214736866,0,5802
No,Yes,No,18,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,19.248376554920156,0,4329
No,No,No,52,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,55.16973808166937,0,6107
No,Yes,No,47,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.6,52.186205073754884,0,2613
No,No,No,23,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.7,32.882366094914765,0,4790
No,Yes,Yes,66,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,64.0082025993544,0,5500
No,No,No,8,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,25.14358765172544,0,5777
No,Yes,Yes,71,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.65,90.37034911960892,0,6208
Yes,No,No,50,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.4,64.13813218359262,0,4977
No,Yes,No,46,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65,55.20099636781931,0,2680
No,No,No,66,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,64.75646685853081,0,4824
No,Yes,No,42,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.9,61.07167919748073,0,2219
No,No,No,5,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,19.986245270185194,0,2296
No,No,No,29,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),70.9,44.32380850062413,0,2064
No,Yes,Yes,27,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.85,36.55338561610949,0,5580
No,Yes,Yes,25,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,22.04654167891191,0,5306
No,Yes,No,57,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.05,76.97889321106143,0,5586
Yes,Yes,No,47,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.7,68.89992743102128,0,4787
No,No,No,13,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,32.076471127603796,0,2054
No,Yes,Yes,71,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.2,68.50218974602198,0,4756
No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,4.444097208657794,0,3666
Yes,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.6,12.421755109484328,0,5098
Yes,No,No,55,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,79.89086305704802,0,4222
Yes,No,No,71,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.8,87.31093860450706,0,6423
No,Yes,Yes,50,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.95,35.51689738701848,0,6019
No,No,No,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,9.447221813845593,0,5579
No,No,No,5,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,9.276313923105448,0,3056
No,No,No,66,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.55,82.33498648812666,0,4494
No,Yes,Yes,49,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,65.91661399070799,0,4567
Yes,Yes,No,3,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.75,9.102197536858887,0,4133
No,Yes,Yes,66,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.7,41.40712499075491,0,5517
No,No,Yes,11,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.2,29.886451780029024,0,3157
No,No,No,28,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.1,28.47542800380707,0,2653
No,Yes,No,65,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.35,79.6715131022375,0,6300
No,No,No,62,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,33.52088900969066,0,4937
No,Yes,No,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,6.568865959965997,0,4158
No,No,No,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,5.92452529743945,0,3746
No,Yes,Yes,55,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.65,37.255872020394314,0,4466
Yes,Yes,No,41,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,62.060051562982125,0,4914
No,No,No,30,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.4,51.36243763685676,0,4584
No,No,No,17,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.1,30.772552705292423,0,5025
No,Yes,Yes,16,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.25,33.38936956577647,0,3559
No,No,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,42.16159389776435,0,5398
No,No,No,9,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,26.169638897011936,0,2062
No,No,No,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.35,8.622644605919925,0,4237
No,No,Yes,23,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,54.15,36.22775179334208,0,2496
No,No,Yes,8,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,12.617448236470002,0,4119
No,Yes,Yes,19,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.95,24.702226620286684,0,3422
No,No,No,7,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.65,20.108455932766194,0,4389
No,No,No,61,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104.0,79.7712354172856,0,4344
No,Yes,No,57,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.35,64.22343808922098,0,5779
No,No,Yes,15,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,30.834234221073174,0,4442
No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,4.4328320518603,0,4639
No,Yes,No,12,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.9,22.493332345386264,0,5790
No,No,No,54,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,33.90648905445682,0,6094
No,Yes,Yes,4,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.8,13.024976007655447,0,2114
No,Yes,No,20,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,19.82801049021308,0,4390
No,No,Yes,26,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,45.8,33.8673884437522,0,3287
No,Yes,No,53,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.95,75.618780736005,0,4163
No,No,No,68,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.35,67.37655378542301,0,4146
No,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,79.98499859348627,0,5028
No,No,No,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.95,16.745148551147583,0,4443
No,Yes,No,68,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.7,75.57148933294884,0,5520
No,No,Yes,50,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.8,58.97584251199808,0,4798
Yes,No,No,41,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,64.29580079600844,0,4477
Yes,Yes,No,30,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,54.01527561718074,0,4828
No,No,No,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.3,7.368853370776216,0,3259
Yes,Yes,Yes,29,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,54.44997704315402,0,3733
No,Yes,Yes,23,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.1,46.88603203513814,0,5991
No,No,Yes,60,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,34.49492716328011,0,5316
No,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.45,43.754999714318366,0,5534
No,No,No,72,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.1,73.05032511905748,0,6284
Yes,No,No,66,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),108.1,85.07996238833208,0,4722
No,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.15,89.43601064448258,0,5065
No,No,No,51,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.5,75.5198649363199,0,4363
No,Yes,Yes,70,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.5,86.00581375697809,0,6319
No,No,No,9,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.9,12.8296531519757,0,3643
No,Yes,Yes,59,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,111.1,80.96418961491555,0,4952
No,No,Yes,3,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.7,15.021651041080672,0,2584
Yes,Yes,No,38,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.85,30.91520661422142,0,3511
No,No,No,37,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,58.15754465243525,0,5135
No,No,No,37,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),65.6,48.10197501142755,0,3183
No,Yes,Yes,14,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.45,27.943693385091386,0,5723
No,Yes,No,72,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.95,88.61376868184763,0,6258
No,Yes,Yes,72,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),38.5,52.5642464038057,0,4710
Yes,Yes,No,17,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,40.183329876952705,0,3689
No,No,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.5,16.436240446038745,0,5594
No,Yes,Yes,0,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,47.783888498112,0,4890
No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,4.538722287164087,0,5370
No,No,No,29,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),58.0,41.6473288459176,0,2810
Yes,Yes,Yes,65,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.45,83.94938951535026,0,6211
No,No,No,8,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.5,23.940551372096674,0,3033
No,Yes,No,61,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,39.22499203314132,0,6015
Yes,No,No,45,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.15,66.78173402959824,0,2636
No,Yes,Yes,72,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.45,86.36550237218562,0,4750
No,Yes,Yes,12,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.15,17.49428478103635,0,5209
No,No,No,7,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.2,25.29229131573492,0,4329
No,No,No,9,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.4,18.658778095041487,0,5457
No,Yes,Yes,58,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),94.35,74.58987866996434,0,4777
No,Yes,Yes,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,6.34428877022476,0,5113
No,Yes,No,40,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.75,65.0273019584851,0,4078
No,No,No,9,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,28.00803456153252,0,4544
No,No,No,41,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.55,61.07167919748073,0,5549
No,No,No,26,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,37.50866566541657,0,4020
No,Yes,No,33,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),53.75,43.09640356224635,0,3160
No,Yes,Yes,68,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),105.75,85.57160744078611,0,4437
Yes,Yes,No,65,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.85,82.00914583142541,0,4872
No,No,No,55,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,64.2,60.22707032556042,0,5151
No,No,No,19,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),87.7,41.5445543964549,0,4446
No,No,No,45,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.3,64.74681459346088,0,5470
No,Yes,Yes,70,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.15,37.56594202199647,0,5219
No,Yes,No,12,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.05,16.264993083306244,0,5453
No,No,Yes,72,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),67.2,68.34983540580035,0,5592
No,No,No,12,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.55,34.257116049078036,0,5674
Yes,Yes,No,71,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,87.8268182276917,0,5775
Yes,No,No,35,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,73.0,49.711668650327965,0,2715
No,Yes,Yes,70,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.75,88.55676145840023,0,5035
No,No,No,31,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,47.19957626928446,0,2421
Yes,Yes,No,30,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,77.9,48.4917518759634,0,2009
No,No,No,33,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,54.67723475085403,0,4460
Yes,Yes,No,54,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.45,77.95992560283777,0,4425
No,No,No,59,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),68.7,63.80399674001622,0,4244
Yes,No,No,55,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.85,49.7900592488099,0,5829
Yes,Yes,No,69,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),29.8,46.19848482363897,0,5681
No,No,No,66,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.9,77.46031241868316,0,5868
No,Yes,Yes,37,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,58.75,46.93719207622032,0,3483
Yes,Yes,No,9,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.85,13.533292282367952,0,5601
No,Yes,Yes,69,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.9,78.70260478535637,0,4667
No,No,No,10,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.65,25.277460315466822,0,2385
No,No,Yes,13,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.4,28.840076282839476,0,3660
No,Yes,Yes,69,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,36.571847095819486,0,4554
Yes,Yes,No,66,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.1,84.74638635363752,0,5360
No,Yes,Yes,46,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,56.9,50.59743076481256,0,4258
No,Yes,Yes,56,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,109.6,77.15568676384133,0,5012
No,Yes,Yes,70,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.15,42.31016426344856,0,5114
